name,size,sediaan,no_ie,prinsipal,indikasi,kandungan,batch,status,ref2,link2,ref,link
CETIRIZINE HCL,"DUS, BOTOL @ 60 ML",SIRUP,GKL1805061137A1,PT DEXA MEDICA,"OBAT ALERGI
ANAK DAN
DEWASA",CETIRIZINE HYDROCHLORIDE 5 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
COLERGIS,"DUS, 1 BOTOL @ 60 ML",SIRUP,DKL9905029237A1,PT DEXA MEDICA,"ANTI ALERGI
ANAK DAN
DEWASA",BETAMETHASONE. DEXCHLORPHENIRAMIN E MALEATE 0.25 MG /2 MG PER 5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
DEXANTA,"DUS, 1 BOTOL PLASTIK @ 100 ML",SUSPENSI,DBL7605004633B1,PT DEXA MEDICA,"OBAT MAAG
DEWASA","ALUMINIUM HYDROXIDE, MAGNES1UM HYDROXIDE, SIMETHICONE 200/200/20 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
LEPSIO,"DUS, 1 BOTOL @ 100 ML",SIRUP,DKL1405048637A1,PT DEXA MEDICA,OBAT EPILEPSI,VALPROIC ACID 250 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
MAGALAT,"DUS, 1 BOTOL @ 100 ML",SUSPENSI,DBL8805004933A1,PT DEXA MEDICA,"OBAT MAAG
DEWASA","DOW CORNING CURING AGENT FOR MDX 4-4210, MAGALDRATE 540/20 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
MOPRIN,"DUS, 1 BOTOL @ 60 ML",SIRUP,DKL1605052737A1,PT DEXA MEDICA,"ANTI VIRUS
ANAK DAN
DEWASA",METHISOPRINOL 250 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PEDIZINC,"DUS, 1 BOTOL @ 60 ML",SIRUP,DTL1705057137A1,PT DEXA MEDICA,"PELENGKAP
OBAT DIARE
ANAK",ZINC SULFATE MONOHYDRATE 20 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PONDEX,"DUS, 1 BOTOL @ 60 ML",SUSPENSI,DKL8505000933A1,PT DEXA MEDICA,"OBAT DEMAM
DAN NYERI
ANAK > 14 TH
DAN DEWASA",MEFENAMIC ACID 50 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRIMADEX,"DUS, 1 BOTOL @ 50 ML",SUSPENSI,DKL8105036133A1,PT DEXA MEDICA,"ANTIBIOTIKA
ANAK","SULFAMETHOXAZOLE, TRIMETHOPRIM 200/40 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PROTEROL,"DUS, 1 BOTOL PLASTIK @ 60 ML",SIRUP,DKL2005064837A1,PT DEXA MEDICA,"OBAT ASMA
ANAK DAN",PROCATEROL HYDROCHLORIDE HEMIHYDRATE 25.7 MCG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
RHINOFED,"DUS, 1 BOTOL @ 60 ML",SIRUP,DTL9305011837A1,PT DEXA MEDICA,"OBAT FLU ANAK
> 6 TH DAN
DEWASA","PSEUDOEPHEDRINE HYDROCHLORIDE, TRIPROLIDINE HYDROCHLORIDE 30 MG/1,25 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
RHINOS JUNIOR,"DUS, 1 BOTOL PLASTIK @ 60 ML",SIRUP,DTL0705042637A1,PT DEXA MEDICA,"OBAT FLU ANAK
DAN DEWASA","PSEUDOEPHEDRINE HYDROCHLORIDE, CHLORPHENAMINE MALEATE 15.00 MG /1 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
RITEZ,"DUS, 1 BOTOL @ 60 ML",SIRUP,DKL0605040937A1,PT DEXA MEDICA,"OBAT ALERGI
ANAK DAN
DEWASA",CETIRIZINE HYDROCHLORIDE 5.00 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
RITEZ,"DUS, BOTOL @ 10 ML + DROPPER",DROPS,DKL1305047336A1,PT DEXA MEDICA,"OBAT ALERGI
ANAK",CETIRIZINE HYDROCHLORIDE 10 MG/ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
ULSIDEX,"DUS, 1 BOTOL PLASTIK @ 100 ML",SUSPENSI,DKL1705055933A1,PT DEXA MEDICA,"OBAT MAAG
DEWASA",SUCRALFATE 500 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
VALPROIC ACID,"DUS, 1 BOTOL @ 100 ML",SIRUP,GKL1405048737A1,PT DEXA MEDICA,"OBAT EPILEPSI
ANAK DAN
DEWASA",VALPROIC ACID 250 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
VOMETA,"DUS, 1 BOTOL @ 60 ML",SUSPENSI,DKL9405013733A1,PT DEXA MEDICA,"OBAT MUAL
DAN MUNTAH
ANAK DAN
DEWASA",DOMPERIDONE 5 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
VOMETA,"DUS, BOTOL @ 10 ML",DROPS,DKL9605019336A1,PT DEXA MEDICA,"OBAT MUAL
DAN MUNTAH
ANAK",DOMPERIDONE 5 MG/ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
H1STRINE,"DUS, 1 BOTOL @ 60 ML",S1RUP,DKL1234609937A1,"PT FERRON PAR
PHARMACEUTICALS","ANTI ALERGI
ANAK DAN
DEWASA",CETIRIZINE HYDROCHLORIDE 5 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
"HISTRINE
 I","DUS, 1 BOTOL @ 10 ML",DROPS,DKL0934608236A1,"PT FERRON PAR
PHARMACEUTICALS","ANTI ALERGI
ANAK",CETIRIZINE HYDROCHLORIDE 10 MG/ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
BENADRYL ORIGINAL,"DUS, 1 BOTOL PLASTIK @ 50 ML",SIRUP,DTL1641200437A1,"PT INTEGRATED
HEALTHCARE
INDONESIA","OBAT BATUK
DISERTAI ALERGI
ANAK DAN
DEWASA","AMMONIUM CHLORIDE, DIPHENHYDRAMINE HYDROCHLORIDE
12,5/125 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
